Daten;Stationen;Meßpunkt;Messwert;Messung;Messeinheit
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);20.229;V
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.049;A
02-09-2025 09:34:13;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.228;V
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.16;A
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.399;V
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.662;°C
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2;m/s
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);78.272;%
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.496;°C
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.923;°C
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.903;m/s
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);162.669;W/m^2
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);208.584;°
02-09-2025 09:29:12;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.91;V
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);78.445;%
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.656;°C
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.096;°C
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.457;m/s
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);116.017;W/m^2
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);205.513;°
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.107;hPa
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.745;V
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.087;A
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.311;V
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.867;°C
02-09-2025 09:24:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.3;m/s
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.055;°C
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.335;V
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.4;m/s
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);79.697;%
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.613;°C
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.203;°C
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.06;m/s
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);100.364;W/m^2
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);151.581;°
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.849;V
02-09-2025 09:19:12;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.051;A
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);16;21;
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.933;°C
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.6;m/s
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);79.673;%
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.501;°C
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.093;°C
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.157;m/s
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);166.045;W/m^2
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);147.189;°
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);996.016;hPa
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.959;V
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.172;A
02-09-2025 09:14:12;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.445;V
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.2;m/s
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.343;m/s
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);163.129;W/m^2
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);141.333;°
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.889;V
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.151;A
02-09-2025 09:09:11;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.413;V
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.834;V
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.12;A
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.401;V
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.186;°C
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1;m/s
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);81.73;%
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.351;°C
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.191;°C
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.187;m/s
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);159.753;W/m^2
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);134.964;°
02-09-2025 09:04:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.907;hPa
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.132;°C
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.7;m/s
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);81.72;%
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.304;°C
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.144;°C
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.4;m/s
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);147.323;W/m^2
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);128.441;°
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.763;V
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.12;A
02-09-2025 08:59:11;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.35;V
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.778;V
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.146;A
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.392;V
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.301;°C
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.1;m/s
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);81.888;%
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.424;°C
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.279;°C
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.913;m/s
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);158.449;W/m^2
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);121.647;°
02-09-2025 08:54:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.903;hPa
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.404;°C
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.7;m/s
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);82.978;%
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.384;°C
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.369;°C
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.563;m/s
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);153.385;W/m^2
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);116.522;°
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.831;V
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.191;A
02-09-2025 08:49:10;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.406;V
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);16;20;
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.9;m/s
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.229;°C
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.787;m/s
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);109.648;W/m^2
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);112.845;°
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.81;hPa
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.782;V
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.19;A
02-09-2025 08:44:10;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.277;V
02-09-2025 08:43:59;Weincampus Neustadt 1 (1423);Hauptstation (17);0;11250;
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.214;°C
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.7;m/s
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);83.472;%
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);17.053;°C
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.106;°C
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.723;m/s
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);124.304;W/m^2
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);111.17;°
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.68;V
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.211;A
02-09-2025 08:39:09;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.252;V
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);16;19;
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.339;°C
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.6;m/s
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);85.108;%
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);16.869;°C
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);15.117;°C
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.59;m/s
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);134.586;W/m^2
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);109.627;°
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.756;hPa
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.818;V
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.147;A
02-09-2025 08:34:09;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.112;V
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.5;m/s
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);84.376;%
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);16.711;°C
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.879;°C
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.88;m/s
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);122.616;W/m^2
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);109.655;°
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.693;V
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.107;A
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);13.019;V
02-09-2025 08:29:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);14.047;°C
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);16.507;°C
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.708;°C
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.627;m/s
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);128.908;W/m^2
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);107.677;°
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.71;hPa
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.854;V
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.11;A
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.951;V
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);16;18;
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.897;°C
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.6;m/s
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 08:24:09;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);84.608;%
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.608;V
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.051;A
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.833;V
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.679;°C
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1;m/s
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);84.025;%
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);16.391;°C
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.528;°C
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.239;m/s
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);74.275;W/m^2
02-09-2025 08:19:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);107.015;°
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);16;17;
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.535;°C
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);0.5;m/s
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);84.127;%
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);16.231;°C
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.385;°C
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.133;m/s
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);56.857;W/m^2
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);107.063;°
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.726;hPa
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.817;V
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.011;A
02-09-2025 08:14:08;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.784;V
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.6;m/s
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.857;m/s
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);61.231;W/m^2
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);112.015;°
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.641;V
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Power (20);Strom (3);0.001;A
02-09-2025 08:09:08;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.742;V
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);85.876;%
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.379;°C
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.58;m/s
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);22.866;W/m^2
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);117.523;°
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.704;hPa
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);15.159;V
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.052;A
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.695;V
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);16;16;
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.641;°C
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);1.5;m/s
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 08:04:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);16.02;°C
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.739;°C
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.1;m/s
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);86.567;%
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.99;°C
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.428;°C
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.57;m/s
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);19.183;W/m^2
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);123.225;°
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.174;V
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.061;A
02-09-2025 07:59:07;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.702;V
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);16;16;
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.716;°C
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.1;m/s
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Regen (11);0;mm
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);86.428;%
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.993;°C
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);126.26;°
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Atmosphärischer Druck (2);995.721;hPa
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.128;V
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.068;A
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.684;V
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.415;°C
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.74;m/s
02-09-2025 07:54:07;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);18.262;W/m^2
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Taupunkt (15);13.79;°C
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windböen (14);2.2;m/s
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Luftfeuchtigkeit (10);87.507;%
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Lufttemperatur (9);15.87;°C
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Bulbo umido (40);14.418;°C
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.88;m/s
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);18.185;W/m^2
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Wind (3);129.524;°
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Power (20);Solarzelle (4);13.141;V
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Power (20);Strom (3);-0.063;A
02-09-2025 07:49:06;Weincampus Neustadt 1 (1423);Power (20);Batterie 12V (2);12.674;V
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Windgeschwindigkeit (8);0.34;m/s
02-09-2025 07:44:06;Weincampus Neustadt 1 (1423);Hauptstation (17);Sonnenstrahlung (7);27.546;W/m^2
